file_name,color,cut_name,freshness_index,time_hours,time_days,sample_num,mode,loading,point_index,deformation,stress_pa,curve_weight,is_curve_outlier
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,72,0.1388030590909091,225.30732659736674,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,73,0.1406848717171717,226.5590216177162,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,74,0.14256668434343434,227.81071663806574,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,75,0.14444849696969697,229.06241165841527,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,76,0.14633030959595958,230.3471074325535,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,77,0.14821212222222221,231.66435782721857,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,78,0.15009393484848485,232.98160822188365,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,79,0.15197574747474746,234.2988586165487,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,80,0.1538575601010101,235.61610901121375,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,81,0.15573937272727273,236.90046008238525,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,82,0.15762118535353534,237.81405095135347,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,83,0.15950299797979797,238.7276418203217,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,84,0.1613848106060606,239.64123268928992,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,85,0.16326662323232322,240.55482355825814,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,86,0.16514843585858585,241.46841442722638,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,87,0.1670302484848485,242.33523882687211,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,88,0.1689120611111111,243.17832631968963,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,89,0.17079387373737373,244.02141381250718,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,90,0.17267568636363637,244.86450130532472,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,91,0.17455749898989897,245.70758879814227,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,92,0.1764393116161616,246.59111184770083,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,93,0.17832112424242424,247.59914671786464,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,94,0.18020293686868685,248.60718158802845,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,95,0.1820847494949495,249.61521645819226,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,96,0.18396656212121212,250.62325132835608,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,97,0.18584837474747473,251.6312861985199,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,98,0.18773018737373737,252.5268431657111,0.8943621768741351,False
green2-4.xls,green,sirloin steak,2,24,1.0,4,shear,shear,99,0.189612,253.3981618078654,0.8943621768741351,False
green2-5.xls,green,sirloin steak,2,24,1.0,5,shear,shear,0,0.00331255,20.802630223786064,0.6396871247513392,False
